product_name,brands,nutriscore_grade,nova_group,energy-kcal_100g,sugars_100g,sodium_100g,saturated-fat_100g,fat_100g,carbohydrates_100g,proteins_100g,fiber_100g,additives_n,url,pnns_groups_1,pnns_groups_2,ID_Match
tisane saveur lunaire,Nescafe,unknown,4.0,,,,,,,,,0.0,http://world-en.openfoodfacts.org/product/00000140/tisane-saveur-lunaire-nescafe,Beverages,Unsweetened beverages,TISANE SAVEUR LUNAIRE | NESCAFE
Mct Oil Powder,Opportuniteas,d,4.0,700.0,0.0,0.1,70.0,70.0,20.0,0.0,20.0,1.0,http://world-en.openfoodfacts.org/product/00000154/mct-oil-powder-opportuniteas,unknown,unknown,MCT OIL POWDER | OPPORTUNITEAS
076750267156369333439407316452,Regalo,unknown,,,,,,,,,,,http://world-en.openfoodfacts.org/product/0000100561067/076750267156369333439407316452-regalo,unknown,unknown,076750267156369333439407316452 | REGALO
Tostadas,Ositos,a,3.0,450.0,0.0,0.102,0.0,20.0,60.0,5.0,10.0,0.0,http://world-en.openfoodfacts.org/product/0000103227240/tostadas-ositos,unknown,unknown,TOSTADAS | OSITOS
Crema de cacahuate,Goober,unknown,,,,,,,,,,,http://world-en.openfoodfacts.org/product/0000150002066/crema-de-cacahuate-goober,unknown,unknown,CREMA DE CACAHUATE | GOOBER
Isabar,Isagenix,d,4.0,,25.0,0.22352,4.5,9.0,49.0,28.0,5.0,4.0,http://world-en.openfoodfacts.org/product/0000182602460/isabar-isagenix,Sugary snacks,Biscuits and cakes,ISABAR | ISAGENIX
Proteína de Soya My Smart Shake,Usana,d,4.0,364.1,0.0,0.7179,12.8,15.3,10.2,46.1,20.5,5.0,http://world-en.openfoodfacts.org/product/0000205110600/proteina-de-soya-my-smart-shake-usana,unknown,unknown,PROTEÍNA DE SOYA MY SMART SHAKE | USANA
Parmesano rallado,Kraft,unknown,,,,,,,,,,,http://world-en.openfoodfacts.org/product/0000210000385/parmesano-rallado-kraft,unknown,unknown,PARMESANO RALLADO | KRAFT
Nutrek,GoLife,a,4.0,511.0,0.0,0.211,0.0,0.0,40.9,86.8,10.5,6.0,http://world-en.openfoodfacts.org/product/00002644/nutrek-golife,unknown,unknown,NUTREK | GOLIFE
Queso Monterrey Jack,Joseph Farms,unknown,,617.0,,1.0,31.7,50.0,0.0,40.0,,,http://world-en.openfoodfacts.org/product/0000523312004/queso-monterrey-jack-joseph-farms,unknown,unknown,QUESO MONTERREY JACK | JOSEPH FARMS
Milton's Galletas Saladas Multigrano 4 pzas de 238 g,Milton´s,c,4.0,444.4,6.3,0.625,0.0,18.8,62.5,6.3,6.3,2.0,http://world-en.openfoodfacts.org/product/0000654193184/milton-s-galletas-saladas-multigrano-4-pzas-de-238-g,Sugary snacks,Biscuits and cakes,MILTON'S GALLETAS SALADAS MULTIGRANO 4 PZAS DE 238 G | MILTON´S
Gold Standard 100% Whey,Optimum Nutrition,unknown,4.0,401.0,3.29,0.428,3.29,4.93,9.87,78.9,,3.0,http://world-en.openfoodfacts.org/product/00007271/gold-standard-100-whey-optimum-nutrition,unknown,unknown,GOLD STANDARD 100% WHEY | OPTIMUM NUTRITION
Fibra Canadiense McBerry,McBerry,unknown,,433.0,,1.79,,26.6,27.1,20.9,13.1,0.0,http://world-en.openfoodfacts.org/product/0000746263446/fibra-canadiense-mcberry,unknown,unknown,FIBRA CANADIENSE MCBERRY | MCBERRY
Fiesta blend cheese,Great value,unknown,,382.0,0.1,0.605,17.1,29.9,5.2,23.0,,,http://world-en.openfoodfacts.org/product/0000787421227/fiesta-blend-cheese-great-value,unknown,unknown,FIESTA BLEND CHEESE | GREAT VALUE
Pan Danes Cuernos,Pan para disfrutar y compartir,unknown,,,,,,,,,,,http://world-en.openfoodfacts.org/product/00008540/pan-danes-cuernos-pan-para-disfrutar-y-compartir,Cereals and potatoes,Bread,PAN DANES CUERNOS | PAN PARA DISFRUTAR Y COMPARTIR
Mister Natural - Chabacano Deshidratado,Mister Natural,d,,232.0,53.0,0.01,0.0,0.0,55.0,3.0,8.0,0.0,http://world-en.openfoodfacts.org/product/0000880688787/mister-natural-chabacano-deshidratado,Fruits and vegetables,Dried fruits,MISTER NATURAL - CHABACANO DESHIDRATADO | MISTER NATURAL
Mister Natural - Datil Premium,Mister Natural,c,1.0,284.0,65.0,0.0,0.0,0.0,68.0,3.0,8.0,0.0,http://world-en.openfoodfacts.org/product/0000880688789/mister-natural-datil-premium,Fruits and vegetables,Dried fruits,MISTER NATURAL - DATIL PREMIUM | MISTER NATURAL
Ajo picado Del Monte,Del Monte,b,4.0,,0.0,0.237,0.0,0.0,0.0,0.0,0.0,3.0,http://world-en.openfoodfacts.org/product/0001006530676/ajo-picado-del-monte,unknown,unknown,AJO PICADO DEL MONTE | DEL MONTE
Rockaleta,Pepsico,e,4.0,,79.2,2.33,0.0,0.0,91.7,0.0,0.0,9.0,http://world-en.openfoodfacts.org/product/0001011145566/rockaleta-pepsico,Sugary snacks,Sweets,ROCKALETA | PEPSICO
Tortillas De Maíz,La Comer,unknown,,211.0,0.0,0.0435,0.217,1.74,43.9,4.78,4.78,,http://world-en.openfoodfacts.org/product/00010504/tortillas-de-maiz-la-comer,unknown,unknown,TORTILLAS DE MAÍZ | LA COMER
totopos,La comer,unknown,,437.0,0.0,0.163,,22.3,53.7,5.71,5.71,,http://world-en.openfoodfacts.org/product/00010733/totopos-la-comer,unknown,unknown,TOTOPOS | LA COMER
fruti wago,Fruti Wago,unknown,,,,,,,,,,,http://world-en.openfoodfacts.org/product/0001133044292/fruti-wago,unknown,unknown,FRUTI WAGO | FRUTI WAGO
Sopa preparada de fideos,Knorr,unknown,4.0,31.0,0.5,0.265,0.1,0.3,5.9,1.1,0.3,2.0,http://world-en.openfoodfacts.org/product/0001205129961/sopa-preparada-de-fideos-knorr,Cereals and potatoes,Cereals,SOPA PREPARADA DE FIDEOS | KNORR
Harina para preparar pastel amarillo,Betty crocker,unknown,3.0,,,,,,,,,2.0,http://world-en.openfoodfacts.org/product/0001600049096/harina-para-preparar-pastel-amarillo-betty-crocker,Cereals and potatoes,Cereals,HARINA PARA PREPARAR PASTEL AMARILLO | BETTY CROCKER
Monkfruit Sweetener,Lakanto,not-applicable,4.0,,,,,,,,,1.0,http://world-en.openfoodfacts.org/product/00017469/monkfruit-sweetener-lakanto,unknown,unknown,MONKFRUIT SWEETENER | LAKANTO
Chobani Yogurt Griego Bebible Core Fresa Platano,Chobani,a,4.0,70.0,7.0,0.045,1.0,2.0,8.0,5.0,,2.0,http://world-en.openfoodfacts.org/product/0001829001179/chobani-yogurt-griego-bebible-core-fresa-platano,Milk and dairy products,Milk and yogurt,CHOBANI YOGURT GRIEGO BEBIBLE CORE FRESA PLATANO | CHOBANI
Agua Purificador,Burst,unknown,1.0,,,,,,,,,,http://world-en.openfoodfacts.org/product/0002065263123/agua-purificador-burst,Beverages,Waters and flavored waters,AGUA PURIFICADOR | BURST
Galletas Tartaletas Fresa,Marián,d,4.0,,12.7,0.113,9.23,20.8,0.0569,4.62,1.92,7.0,http://world-en.openfoodfacts.org/product/0002089900107/galletas-tartaletas-fresa-marian,Sugary snacks,Biscuits and cakes,GALLETAS TARTALETAS FRESA | MARIÁN
Agua Mineral Natural Carbonatada,Topo Chico,b,1.0,0.0,0.0,0.004,0.0,0.0,0.0,0.0,0.0,0.0,http://world-en.openfoodfacts.org/product/0002113601054/agua-mineral-natural-carbonatada-topo-chico,Beverages,Waters and flavored waters,AGUA MINERAL NATURAL CARBONATADA | TOPO CHICO
Everything bagel,Olde thompson,unknown,,394.0,1.0,8.003,4.0,30.0,17.0,14.0,13.0,,http://world-en.openfoodfacts.org/product/0002124816589/everything-bagel-olde-thompson,unknown,unknown,EVERYTHING BAGEL | OLDE THOMPSON
POP TARTS FROSTED STRAWBERRY,KELLOGG´S,e,4.0,,32.7,0.332,3.85,9.62,71.2,3.85,1.92,12.0,http://world-en.openfoodfacts.org/product/0002544317101/pop-tarts-frosted-strawberry-kellogg-s,Composite foods,Pizza pies and quiches,POP TARTS FROSTED STRAWBERRY | KELLOGG´S
Del Valle Nectar de Mango,Coca-Cola Company,e,3.0,,12.4,0.00732,0.0,0.0,12.4,0.0,0.4,0.0,http://world-en.openfoodfacts.org/product/0003223905200/del-valle-nectar-de-mango-coca-cola-company,Beverages,Sweetened beverages,DEL VALLE NECTAR DE MANGO | COCA-COLA COMPANY
Del Valle Nectar de Durazno,Coca-Cola Company,e,3.0,,10.4,0.00528,0.0,0.0,10.4,0.0,0.0,1.0,http://world-en.openfoodfacts.org/product/0003223905201/del-valle-nectar-de-durazno-coca-cola-company,Beverages,Sweetened beverages,DEL VALLE NECTAR DE DURAZNO | COCA-COLA COMPANY
Paté de cerdo y de pollo  endiablado,Spam,unknown,3.0,191.0,0.0,0.86,0.27,,0.0,,,0.0,http://world-en.openfoodfacts.org/product/0003760021101/pate-de-cerdo-y-de-pollo-endiablado-spam,unknown,unknown,PATÉ DE CERDO Y DE POLLO  ENDIABLADO | SPAM
Bacon with Real Hormel,Spam,e,4.0,321.0,0.0,0.929,10.7,28.6,1.79,12.5,0.0,3.0,http://world-en.openfoodfacts.org/product/0003760033658/bacon-with-real-hormel-spam,Fish Meat Eggs,Meat,BACON WITH REAL HORMEL | SPAM
Carne de cerdo y pollo horneada reducida en grasa,Spam,d,4.0,,1.0,0.75184,5.0,14.0,3.0,16.0,0.0,0.0,http://world-en.openfoodfacts.org/product/0003760040070/carne-de-cerdo-y-pollo-horneada-reducida-en-grasa-spam,Fish Meat Eggs,Meat,CARNE DE CERDO Y POLLO HORNEADA REDUCIDA EN GRASA | SPAM
Spam Jalapeño,Spam,e,3.0,,0.0,1.18,8.93,25.0,3.57,12.5,0.0,0.0,http://world-en.openfoodfacts.org/product/0003760064205/spam-jalapeno,Fish Meat Eggs,Meat,SPAM JALAPEÑO | SPAM
Pop tarts cookies,Kellogg's,e,4.0,398.0,34.1,0.47,4.1,11.7,68.5,4.6,1.6,8.0,http://world-en.openfoodfacts.org/product/0003800001921/pop-tarts-cookies-kellogg-s,Sugary snacks,Biscuits and cakes,POP TARTS COOKIES | KELLOGG'S
Chocozero,Picard Chocolates,c,4.0,468.0,0.0,0.0,22.7,36.4,45.5,4.55,9.09,3.0,http://world-en.openfoodfacts.org/product/0005255166639/chocozero-picard-chocolates,Sugary snacks,Sweets,CHOCOZERO | PICARD CHOCOLATES
Breton Ajonjoli,Dare,b,3.0,90.0,1.0,0.14,0.0,4.0,0.0,2.0,1.0,0.0,http://world-en.openfoodfacts.org/product/0005565360208/breton-ajonjoli-dare,unknown,unknown,BRETON AJONJOLI | DARE
Salsa de Chile Morita,Loma Linda,unknown,4.0,520.0,9.5,0.663,0.0,0.5,11.1,,1.0,8.0,http://world-en.openfoodfacts.org/product/0005604060382/salsa-de-chile-morita-loma-linda,unknown,unknown,SALSA DE CHILE MORITA | LOMA LINDA
raincoast crips,Lesley stowe fine foods Richmond,d,4.0,432.6,16.9,0.821944,2.3,15.8,55.9,16.7,8.5,2.0,http://world-en.openfoodfacts.org/product/0006124371095/raincoast-crips-lesley-stowe-fine-foods-richmond,Sugary snacks,Biscuits and cakes,RAINCOAST CRIPS | LESLEY STOWE FINE FOODS RICHMOND
Roasted maize thins,CRAIZE,unknown,,,,,,,,,,1.0,http://world-en.openfoodfacts.org/product/0006559000040/roasted-maize-thins-craize,Salty snacks,Appetizers,ROASTED MAIZE THINS | CRAIZE
Brunswick Salmón Rosado,Brunswick,unknown,3.0,,0.0,0.162,0.8,5.0,0.0,,0.0,0.0,http://world-en.openfoodfacts.org/product/0006661326002/brunswick-salmon-rosado,Fish Meat Eggs,Fish and seafood,BRUNSWICK SALMÓN ROSADO | BRUNSWICK
Vinagre de sidra de manzana,Bragg,not-applicable,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,http://world-en.openfoodfacts.org/product/0007430500116/vinagre-de-sidra-de-manzana-bragg,unknown,unknown,VINAGRE DE SIDRA DE MANZANA | BRAGG
Antarctic krill oil,Carlyle nutritionals,unknown,4.0,,,,,,,,,2.0,http://world-en.openfoodfacts.org/product/00075732/antarctic-krill-oil-carlyle-nutritionals,Fat and sauces,Fats,ANTARCTIC KRILL OIL | CARLYLE NUTRITIONALS
Capuchino vainilla en polvo,Members Mark,e,,455.0,68.4,0.289,10.5,13.2,78.9,5.26,0.0,,http://world-en.openfoodfacts.org/product/0007874213773/capuchino-vainilla-en-polvo-members-mark,unknown,unknown,CAPUCHINO VAINILLA EN POLVO | MEMBERS MARK
Member's Mark Avena Vainilla,Member's Mark,unknown,,,,,,,,,,0.0,http://world-en.openfoodfacts.org/product/0007874226901/member-s-mark-avena-vainilla,Beverages,Plant-based milk substitutes,MEMBER'S MARK AVENA VAINILLA | MEMBER'S MARK
Pure Whey,Smile Labz,unknown,,410.0,0.0,0.5,0.0,7.8,5.0,80.0,,,http://world-en.openfoodfacts.org/product/0008904184015/pure-whey-smile-labz,unknown,unknown,PURE WHEY | SMILE LABZ
Fage Sour Cream,Fage,d,3.0,190.0,3.0,0.05,12.0,18.0,3.0,0.0,0.0,0.0,http://world-en.openfoodfacts.org/product/0008954408601/fage-sour-cream,unknown,unknown,FAGE SOUR CREAM | FAGE
Mazapán Light,Cerezo,unknown,,,,,,,,,,,http://world-en.openfoodfacts.org/product/0009509041255/mazapan-light-cerezo,Sugary snacks,Sweets,MAZAPÁN LIGHT | CEREZO
Lindos Surtido,Lindt,e,,634.0,40.0,0.06,36.0,50.0,41.0,5.0,2.0,,http://world-en.openfoodfacts.org/product/0009542440831/lindos-surtido-lindt,Sugary snacks,Sweets,LINDOS SURTIDO | LINDT
Chocolate 70% Cacao,Lindt,unknown,,604.0,29.0,0.02,29.0,48.0,36.0,7.0,7.0,,http://world-en.openfoodfacts.org/product/0009542444600/chocolate-70-cacao-lindt,unknown,unknown,CHOCOLATE 70% CACAO | LINDT
Excellence Chocolate Amargo 85% Cacao,Lindt,unknown,,553.0,13.0,0.04,27.0,45.0,24.0,13.0,14.0,,http://world-en.openfoodfacts.org/product/0009542444624/excellence-chocolate-amargo-85-cacao-lindt,unknown,unknown,EXCELLENCE CHOCOLATE AMARGO 85% CACAO | LINDT
Chocolate Amargo 90%,Lindt,d,3.0,586.0,6.7,0.0238,32.6,54.4,12.2,11.9,16.8,0.0,http://world-en.openfoodfacts.org/product/0009542444631/chocolate-amargo-90-lindt,Sugary snacks,Chocolate products,CHOCOLATE AMARGO 90% | LINDT
Classic Recipe Cookies And Creme,Lindt,unknown,,547.1,50.6,0.1705,19.2,32.3,57.0,7.1,0.5,,http://world-en.openfoodfacts.org/product/0009542444709/classic-recipe-cookies-and-creme-lindt,unknown,unknown,CLASSIC RECIPE COOKIES AND CREME | LINDT
Kirkland Signature - Jarabe de Maple,Kirkland Signature,d,,268.0,66.0,0.0,0.0,0.0,67.0,0.0,0.0,0.0,http://world-en.openfoodfacts.org/product/0009663393983/kirkland-signature-jarabe-de-maple,Sugary snacks,Sweets,KIRKLAND SIGNATURE - JARABE DE MAPLE | KIRKLAND SIGNATURE
Valentina Salsa picante,Valentina,e,,30.0,0.0,2030.0,0.0,2.0,1.0,2.0,3.0,,http://world-en.openfoodfacts.org/product/0009733900005/valentina-salsa-picante,Fat and sauces,Dressings and sauces,VALENTINA SALSA PICANTE | VALENTINA
Hazelnut Spread With Cocoa,Nutella,unknown,,533.0,53.3,0.0333,10.0,30.0,60.0,6.67,0.0,0.0,http://world-en.openfoodfacts.org/product/0009800000869/hazelnut-spread-with-cocoa-nutella,unknown,unknown,HAZELNUT SPREAD WITH COCOA | NUTELLA
Milk Chocolate Treat With Creamy Milky Filling,Kinder Chocolate,c,4.0,140.0,13.0,0.03,6.0,9.0,13.0,2.0,0.0,0.0,http://world-en.openfoodfacts.org/product/0009800512041/milk-chocolate-treat-with-creamy-milky-filling-kinder-chocolate,unknown,unknown,MILK CHOCOLATE TREAT WITH CREAMY MILKY FILLING | KINDER CHOCOLATE
SKIN THERAPY OILñ,PALMER'S,unknown,,,,,,,,,,,http://world-en.openfoodfacts.org/product/0010181043727/skin-therapy-oiln-palmer-s,unknown,unknown,SKIN THERAPY OILÑ | PALMER'S
Estrella 2,Pasta Yemina,unknown,,347.0,0.6,0.004,0.0,1.0,73.4,11.0,5.2,,http://world-en.openfoodfacts.org/product/0010248765128/estrella-2-pasta-yemina,unknown,unknown,ESTRELLA 2 | PASTA YEMINA
Yemina Semilla de melón,Yemina,b,1.0,345.0,12.5,0.00508,0.25,1.25,53.8,11.8,3.25,0.0,http://world-en.openfoodfacts.org/product/0010248765135/yemina-semilla-de-melon,Cereals and potatoes,Cereals,YEMINA SEMILLA DE MELÓN | YEMINA
Fideo mediano,Yemina,a,3.0,345.0,2.25,0.00508,0.25,1.5,71.2,11.8,3.25,0.0,http://world-en.openfoodfacts.org/product/0010248765159/fideo-mediano-yemina,Cereals and potatoes,Cereals,FIDEO MEDIANO | YEMINA
Pasta de Semola de Trigo,Yemina,b,,173.3,0.3,0.002,0.0,0.5,36.7,5.5,2.6,0.0,http://world-en.openfoodfacts.org/product/0010248765180/pasta-de-semola-de-trigo-yemina,Cereals and potatoes,Cereals,PASTA DE SEMOLA DE TRIGO | YEMINA
Concha 2,Yemina,unknown,,173.3,,0.002,,0.5,36.7,5.5,2.6,,http://world-en.openfoodfacts.org/product/0010248765203/concha-2-yemina,unknown,unknown,CONCHA 2 | YEMINA
Plumilla 1,Yemina,unknown,,173.0,,,,0.5,36.7,5.5,,,http://world-en.openfoodfacts.org/product/0010248765210/plumilla-1-yemina,unknown,unknown,PLUMILLA 1 | YEMINA
Vegetable broth,Kroger,unknown,4.0,2.0833333333333,0.41666666666667,0.279166666666668,0.0,0.0,0.41666666666667,0.0,0.0,0.0,http://world-en.openfoodfacts.org/product/0011110049681/vegetable-broth-kroger,unknown,unknown,VEGETABLE BROTH | KROGER
Protein Granola Clusters Mixed Berry,Kroger,a,4.0,,,,,,,,,1.0,http://world-en.openfoodfacts.org/product/0011110049810/protein-granola-clusters-mixed-berry-kroger,Sugary snacks,Biscuits and cakes,PROTEIN GRANOLA CLUSTERS MIXED BERRY | KROGER
chunk light tuna,kroger,unknown,,106.0,,0.235,,1.18,0.0,24.7,,0.0,http://world-en.openfoodfacts.org/product/0011110141194/chunk-light-tuna-kroger,unknown,unknown,CHUNK LIGHT TUNA | KROGER
Tostada Jerez,Magallo,unknown,,,,,,,,,,,http://world-en.openfoodfacts.org/product/00111187/tostada-jerez-magallo,unknown,unknown,TOSTADA JEREZ | MAGALLO
Johnsonville Salchichas para desayuno,Johnsonville,e,4.0,,0.0,1.66,19.9,53.1,4.42,31.0,0.0,6.0,http://world-en.openfoodfacts.org/product/0011182003987/johnsonville-salchichas-para-desayuno,Fish Meat Eggs,Processed meat,JOHNSONVILLE SALCHICHAS PARA DESAYUNO | JOHNSONVILLE
Tabasco Salsa picante,"Tabasco,McIlhenny co.",not-applicable,3.0,,,,,,,,,0.0,http://world-en.openfoodfacts.org/product/0011210000834/tabasco-salsa-picante,Fat and sauces,Dressings and sauces,"TABASCO SALSA PICANTE | TABASCO,MCILHENNY CO."
Vinagre de Manzana,La Anita,unknown,4.0,,,,,,,,,2.0,http://world-en.openfoodfacts.org/product/0011848124001/vinagre-de-manzana-la-anita,unknown,unknown,VINAGRE DE MANZANA | LA ANITA
Vainilla,La Anita,unknown,,,,,,,,,,,http://world-en.openfoodfacts.org/product/0011848125855/vainilla-la-anita,unknown,unknown,VAINILLA | LA ANITA
Salsa picante sabor chamoy Mr. Chiles,La Anita,e,4.0,,0.0,1.65,0.0,0.0,10.7,0.0,,4.0,http://world-en.openfoodfacts.org/product/0011848243108/salsa-picante-sabor-chamoy-mr-chiles-la-anita,Fat and sauces,Dressings and sauces,SALSA PICANTE SABOR CHAMOY MR. CHILES | LA ANITA
Salsa En Polvo,La Anita,not-applicable,3.0,140.0,9.0,15.28,1.0,3.0,21.0,6.0,19.0,1.0,http://world-en.openfoodfacts.org/product/0011848245508/salsa-en-polvo-la-anita,unknown,unknown,SALSA EN POLVO | LA ANITA
Salsa Chamoy,La anita,unknown,,,0.0,0.075184,,0.0,,,,,http://world-en.openfoodfacts.org/product/0011848330044/salsa-chamoy-la-anita,unknown,unknown,SALSA CHAMOY | LA ANITA
MERLOT BELLAVITANO CHEESE,SARTORI,d,3.0,392.857142857143,0.0,0.607142857142857,17.8571428571429,32.1428571428572,0.0,25.0,0.0,0.0,http://world-en.openfoodfacts.org/product/0011863118764/merlot-bellavitano-cheese-sartori,Milk and dairy products,Cheese,MERLOT BELLAVITANO CHEESE | SARTORI
Parmesano Rallado,Sartori,unknown,,378.0,,0.77,15.0,26.0,2.0,34.0,,,http://world-en.openfoodfacts.org/product/0011863124857/parmesano-rallado-sartori,unknown,unknown,PARMESANO RALLADO | SARTORI
BellaVitano Sartori,Kirkland,unknown,,414.0,,0.62,19.0,34.0,0.0,27.0,0.0,,http://world-en.openfoodfacts.org/product/0011863125113/bellavitano-sartori-kirkland,unknown,unknown,BELLAVITANO SARTORI | KIRKLAND
Boneless Pimienta Limón,Bachoco,unknown,,182.0,1.59,0.565,2.9,7.06,15.2,14.5,0.92,,http://world-en.openfoodfacts.org/product/0012000545535/boneless-pimienta-limon-bachoco,unknown,unknown,BONELESS PIMIENTA LIMÓN | BACHOCO
Mostaza de Dijon Great Value,Great Value,unknown,3.0,,,,,,,,,2.0,http://world-en.openfoodfacts.org/product/0012142100661/mostaza-de-dijon-great-value,Fat and sauces,Dressings and sauces,MOSTAZA DE DIJON GREAT VALUE | GREAT VALUE
Proteínas vegetales estilo salchicha,Soi-Yah!,unknown,,,,,,,,,,,http://world-en.openfoodfacts.org/product/0012245043056/proteinas-vegetales-estilo-salchicha-soi-yah,unknown,unknown,PROTEÍNAS VEGETALES ESTILO SALCHICHA | SOI-YAH!
Levadura Nutricional,Alimentos COLPAC,unknown,,,,,,,,,,,http://world-en.openfoodfacts.org/product/0012245052287/levadura-nutricional-alimentos-colpac,unknown,unknown,LEVADURA NUTRICIONAL | ALIMENTOS COLPAC
Lirio neutro,Lirio,unknown,4.0,,,,,,,,,1.0,http://world-en.openfoodfacts.org/product/0012388002507/lirio-neutro,unknown,unknown,LIRIO NEUTRO | LIRIO
Chorizo De Puerco,Foodco Brand,unknown,,107.0,0.5,0.355,3.5,9.0,2.5,4.0,1.0,,http://world-en.openfoodfacts.org/product/0012528007201/chorizo-de-puerco-foodco-brand,unknown,unknown,CHORIZO DE PUERCO | FOODCO BRAND
Trident Splash X Frutilla y Limón,Trident,not-applicable,4.0,,,,,,,,,14.0,http://world-en.openfoodfacts.org/product/0012546671231/trident-splash-x-frutilla-y-limon,Sugary snacks,Sweets,TRIDENT SPLASH X FRUTILLA Y LIMÓN | TRIDENT
Hot Sauce,"Salsa Huichol, Salsa Huichol Hot Sauce",unknown,4.0,,,,,,,,,1.0,http://world-en.openfoodfacts.org/product/0012957100016/hot-sauce-salsa-huichol,Fat and sauces,Dressings and sauces,"HOT SAUCE | SALSA HUICHOL, SALSA HUICHOL HOT SAUCE"
Couscous Alpina Savoie,Alpina Savoie,b,1.0,,2.5,0.0,0.4,2.0,73.0,12.0,4.0,0.0,http://world-en.openfoodfacts.org/product/0012964000064/couscous-alpina-savoie,Cereals and potatoes,Cereals,COUSCOUS ALPINA SAVOIE | ALPINA SAVOIE
Tomato Ketchup,HEINZ,d,4.0,117.0,0.0,0.942,0.0,0.0,33.3,0.0,0.0,0.0,http://world-en.openfoodfacts.org/product/0013000001243/tomato-ketchup-heinz,Fat and sauces,Dressings and sauces,TOMATO KETCHUP | HEINZ
Heinz tomate ketchup,Heinz,unknown,,,,,,,,,,,http://world-en.openfoodfacts.org/product/0013000005326/heinz-tomate-ketchup,Fat and sauces,Dressings and sauces,HEINZ TOMATE KETCHUP | HEINZ
Funfetti  chocolate fudge brownie mix with candy coated chips,Pillsbury,unknown,,407.40740740741,62.962962962963,0.27777777777778,0.0,3.7037037037037,88.888888888889,3.7037037037037,3.7037037037037,,http://world-en.openfoodfacts.org/product/0013300002858/funfetti-chocolate-fudge-brownie-mix-with-candy-coated-chips-pillsbury,unknown,unknown,FUNFETTI  CHOCOLATE FUDGE BROWNIE MIX WITH CANDY COATED CHIPS | PILLSBURY
Funfetti Brownie Mix,Pillsbury,unknown,,392.85714285714,60.714285714286,0.26785714285714,0.0,3.5714285714286,85.714285714286,3.5714285714286,3.5714285714286,,http://world-en.openfoodfacts.org/product/0013300552209/funfetti-brownie-mix-pillsbury,unknown,unknown,FUNFETTI BROWNIE MIX | PILLSBURY
Aqua Blue Vanilla imp,Pillsbury,unknown,4.0,411.76470588235,61.764705882353,0.19117647058824,7.3529411764706,14.705882352941,67.647058823529,0.0,,9.0,http://world-en.openfoodfacts.org/product/0013300555071/aqua-blue-vanilla-imp-pillsbury,unknown,unknown,AQUA BLUE VANILLA IMP | PILLSBURY
bicarbonato de sodio puro,proMesa,not-applicable,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,http://world-en.openfoodfacts.org/product/0013602001504/bicarbonato-de-sodio-puro-promesa,unknown,unknown,BICARBONATO DE SODIO PURO | PROMESA
Jarabe sabor fresa,Promesa,not-applicable,4.0,,57.5,0.00584,0.0,0.0,62.5,0.0,0.0,4.0,http://world-en.openfoodfacts.org/product/0013602004369/jarabe-sabor-fresa-promesa,unknown,unknown,JARABE SABOR FRESA | PROMESA
Jarabe sabor vainilla,Promesa,not-applicable,,,57.5,0.00584,0.0,0.0,62.5,0.0,0.0,,http://world-en.openfoodfacts.org/product/0013602004383/jarabe-sabor-vainilla-promesa,unknown,unknown,JARABE SABOR VAINILLA | PROMESA
Milano Dark Chocolate,"Pepperidge Farm,Milano",e,4.0,529.0,32.4,0.176,11.8,26.5,,5.88,2.94,2.0,http://world-en.openfoodfacts.org/product/0014100074120/milano-dark-chocolate-pepperidge-farm,Sugary snacks,Biscuits and cakes,"MILANO DARK CHOCOLATE | PEPPERIDGE FARM,MILANO"
Pepperidge farm cookies,PEPPERIDGE FARM,e,4.0,406.0,31.2,0.219,7.81,14.1,68.8,3.12,3.12,5.0,http://world-en.openfoodfacts.org/product/0014100074649/pepperidge-farm-cookies,Sugary snacks,Biscuits and cakes,PEPPERIDGE FARM COOKIES | PEPPERIDGE FARM
Milano; Raspberry Flavored Chocolate,Pepperidge Farm,e,4.0,520.0,36.0,0.14,16.0,28.0,60.0,4.0,4.0,2.0,http://world-en.openfoodfacts.org/product/0014100074816/milano-raspberry-flavored-chocolate-pepperidge-farm,Sugary snacks,Biscuits and cakes,MILANO; RASPBERRY FLAVORED CHOCOLATE | PEPPERIDGE FARM
Milano; Mint Chocolate,Pepperidge Farm,e,4.0,520.0,36.0,0.14,16.0,28.0,64.0,4.0,4.0,2.0,http://world-en.openfoodfacts.org/product/0014100079477/milano-mint-chocolate-pepperidge-farm,Sugary snacks,Biscuits and cakes,MILANO; MINT CHOCOLATE | PEPPERIDGE FARM
Chessmen Butter Spring Shapes,Pepperidge Farm,e,4.0,462.0,19.2,0.308,11.5,19.2,69.2,3.85,0.0,3.0,http://world-en.openfoodfacts.org/product/0014100079521/chessmen-butter-spring-shapes-pepperidge-farm,Sugary snacks,Biscuits and cakes,CHESSMEN BUTTER SPRING SHAPES | PEPPERIDGE FARM
Goldfish,Pepperidge Farm,d,4.0,467.0,0.0,0.833,3.33,16.7,66.7,10.0,3.33,3.0,http://world-en.openfoodfacts.org/product/0014100085478/goldfish-pepperidge-farm,Salty snacks,Appetizers,GOLDFISH | PEPPERIDGE FARM
